customerid,transactionvolatility,spendingstabilityindex,creditutilizationratio,debttoincomeratio,missedpaymentcount,digitalactivityscore,portfoliodiversityscore
89,0.3677991045575935,0.8259447070075038,0.04910344467529921,0.19927939386977622,0,74.6517760389813,45.92566240912638
90,0.7959399590985633,0.5967688170329934,0.15790440478773698,0.2540115119590763,2,92.32986181578029,87.98536360666449
91,-0.007926562958539773,0.7206412962788764,0.1466800925190905,0.03373060074021672,0,40.78599521706522,57.53067869558885
92,0.16560923962113752,0.6094140488176454,0.01092800039926195,0.3001788893958304,4,52.84650873938649,64.487380401019
93,0.008897970300897923,0.9461670974114884,0.14739991820168116,0.6503725299715888,1,97.94191977005106,64.84028836349862
94,-0.002075241959973717,0.7365472748149924,0.20375018508268444,0.16782308699895487,2,41.18836937795517,70.08135532851246
95,0.07396560919393334,0.7299449936716059,0.0015798492340442782,0.23835308943831943,0,74.47465552047785,48.68040684795626
96,0.15994658205701381,0.5077559308221915,0.09621677021305372,-0.0128280812421811,3,79.56767404013772,64.36928890332948
97,0.001709292118289879,0.6477639183674953,0.11915546656118921,0.5677307357851671,2,78.5333577614991,77.3375791705986
98,0.10405940936967259,0.8031057473852061,0.055781381509224084,0.49889773583828906,4,49.02290907044634,15.976603896735988
99,0.049834979471190505,0.5911106725241415,0.182463446411621,0.055192604469357726,1,61.9588634206542,66.09891102192177
100,0.16058998321412699,0.7697761740304994,0.04886645141093346,0.31652677485818503,4,56.810000016651955,52.74397600292837
101,0.32714592382747765,0.9222209645031911,0.10795104588864757,1.172646501603857,1,91.3576384420696,93.96905105994716
102,0.014265024143965216,0.9975746978426059,0.09206184982595467,1.401883111505566,0,82.85622028950259,49.885250239262355
103,0.23374417507096906,0.6922924115316874,0.14841029962513097,0.04629102032845492,2,82.15483324781755,82.42989290050221
104,0.27708823665750926,0.6445008074942843,0.006888400703100532,0.3343298521955515,0,95.74225024052406,61.8525679622706
105,-0.000992774546246633,0.7639283217830442,0.10331323395604858,0.08808264681855052,0,65.3532567922419,59.46964947891412
106,0.9018893363542794,0.647755926616249,0.12896085988489855,0.4240697943672931,1,79.67110994903383,48.81320047400309
107,0.018514718512977923,0.8270592145100061,0.052975241347584426,0.06101211703981932,0,76.3956779098361,32.79091719330404
108,0.0019529697903522547,0.8936772313277781,0.05416226896677743,0.23521553700875408,1,78.82799167434416,32.187420251401335
109,0.5509592360549139,0.5240508501885939,0.14681027816068484,0.003930165350050696,1,72.23899829170838,64.08247102786873
110,0.093981175943333,0.5344873633332229,0.023599181020917827,0.45571232405840173,1,69.91542705845015,64.89910893863261
111,0.8298616765036306,0.7696981977752958,0.022553114289517673,-0.0006399999012980107,0,74.7387346896836,54.94281459000882
112,0.18758488164906173,0.5629031308825131,0.17447635887474194,0.19767830734571956,2,95.25095491060323,79.86291744629074
113,0.040743043343601765,0.6390147673965137,0.10347670057339853,0.4059844811445209,0,90.62772412131805,46.561862718974886
114,0.27151686326957103,0.7044024692109914,0.11363875917452365,0.5367059412588466,1,48.41427887499334,70.94740752995665
115,0.4133430894417691,0.7496863944429799,0.04675811950422768,0.3232155855699711,1,83.01890806229908,51.868571308984585
116,0.11390010163225417,0.662451284816072,0.12694133608514452,0.2602950800278614,2,87.4555261440011,56.725013686325106
117,-0.009584922946750063,0.6077124551264284,0.12048049174563234,-0.0005826723711558346,1,74.53426683305292,77.71677441796419
118,0.13532366416020492,0.5793971396851972,0.06826046340317941,0.6833544696770711,1,72.19398467218144,23.4767253912876
119,0.0034295529307973027,0.2788640114310937,0.11555879543515815,0.01689001844988705,0,72.44269842674012,38.98489376649913
120,0.035514009048288164,0.6969074482510754,0.12796000419429068,0.05243871771311151,0,67.92181673632409,32.306586119555604
121,0.048612515138171025,0.8446196459200671,0.026731341383869574,0.4594543008397205,1,51.53626776233094,51.410903757955964
122,0.03912593579634782,0.7918574000145133,0.05557682217805165,0.4008931728342216,4,51.159075245655714,73.29844494845803
123,0.18747728329696264,0.7782146514749466,0.03196388261299774,0.34353093183681754,1,65.61217256027716,91.88359464640055
124,0.0019361008692680703,0.5325216622049687,0.28829401113206277,0.15062084824881647,2,80.33316485025043,77.45479232516134
125,0.7099206678650402,0.6063030552142795,0.013779614758844337,0.05226553071748019,0,65.2479876654384,62.10983158657188
126,0.21476771827534855,0.7371449547105777,0.02684578856144222,0.03465069311223118,1,71.20384803239823,38.64600000605105
127,0.14548518310609732,1.0309022170853284,0.004255516184276803,0.10132142113189574,0,83.06034544975219,33.881248478056094
128,0.14407447176849308,0.9088152371758269,0.058224914319122995,0.48401142979119166,0,87.77135984409148,49.430413012342505
129,0.1825643297025702,0.727190154084458,0.05671058800761498,0.27809149772396835,1,47.89764457761689,48.20901313177073
130,0.32726245494227,0.541206753923744,0.006092509361745678,0.7805882036355121,0,70.5368425829304,79.54060417035086
131,0.28342989875427776,0.7403004027662907,4.892665387656869e-05,0.3796244852056329,1,74.90996874614383,63.48650897148836
132,0.02604747411134893,0.6491243833217213,-0.0009683544312336506,0.18679348118766484,0,97.7615238476591,43.0693062461694
133,0.5756303517273136,0.9224981474180198,-0.0015481785790508046,1.2552693522883027,0,81.09765975375768,26.469316967064188
134,0.3119913945021356,0.7275713858977788,0.161797644658208,0.09389286921363674,2,79.40549456217592,33.04992600921541
135,-0.0002641201359773193,0.8024227884340823,0.08266188802412701,0.19434567440857448,2,77.17491781418853,53.624224798457384
136,0.04250705782019443,0.7479062150068592,0.052132416096610686,0.884153496258324,0,74.40785377977924,40.007611663252945
137,0.36843520533930396,0.7017531034865025,0.058002719212209314,0.30925864202162356,1,72.13343469186502,97.07638740992762
138,0.06068672121943389,0.38046154638949514,0.028198262532911633,0.0414607345684343,1,68.68680042231503,41.599730284623334
139,0.057890024233773665,0.9144899089839756,0.13399820659615447,0.027191045729931557,0,77.02403904585043,94.46620779027003
140,0.046540277378467595,0.7557699095577598,0.12965526252408655,0.22797957695082965,1,56.39729723494767,28.784261559479
141,0.3972876180835361,0.7282220670752084,0.07609323300689898,0.1357407479025209,0,59.56793393237168,68.60532206475298
142,-0.0029179856683919647,0.6971884998629533,0.004353973279091955,0.059666999086751354,0,41.93905082284412,98.41827048639196
143,0.48703030449554185,0.6634993151799535,0.10851009218180127,0.10654401924579812,1,69.56255004502765,42.00035212453719
144,0.21775229419561626,0.7089923903586701,0.019958655962763812,0.3501401163740022,0,75.9152144227962,32.113081022381074
145,-0.010325750163382635,0.7847015786876761,0.06860180960547066,0.11789384573473512,2,93.73121186038921,74.68020510279628
146,0.38163592441431193,0.701196638904861,0.030285058376466903,0.04197968949986211,0,80.49421849413848,43.917504847433655
147,0.0015652466105960938,0.7367612713816216,0.024008553799799305,0.3612352576280452,0,70.03042812818288,22.528224227055688
148,0.5036730221864988,0.7796891267000801,0.08874062152841877,0.05064004526414978,2,57.6997515018375,73.40478802624011
149,0.10597664095434556,0.8263201936907912,0.015970659214648852,0.40515684414451836,0,95.0595404144283,59.94523203662219
150,0.0006068659266133258,0.6979594981193131,0.10339533824171962,0.04259052752573256,1,69.31720897847042,78.27229707172904
151,0.08761564858437812,0.5140863225185167,0.1412859137306141,0.03146534495134218,3,30.951631418366702,72.78895179402598
152,0.4197527352986862,0.6619503246519479,0.12313602907790802,0.33631954906018724,0,77.86025206804764,74.87931299711292
153,-0.0029225145984744794,0.7033741252176858,0.052549890431257525,0.5275997957205434,2,85.4548614112851,51.42404724261325
154,-0.002885401779584462,0.6169659290530537,0.09314926926225137,0.30745058956506083,1,69.75236947872982,37.08124089902978
155,0.38351810846682166,0.6704933807593813,0.18507600254560977,0.1137126380496008,1,77.99909173591763,28.485725523189554
156,0.13009373513782463,0.7352745176757488,0.11066088007964525,0.6436807893249354,2,68.26221906285537,62.74361630113362
157,0.05512094814701604,0.710600194939415,0.1689895308894973,0.11495631246857835,3,22.895751269817694,56.31648869311295
158,0.15432687918037077,0.8612866590970605,0.02236648819590436,0.3512753764737204,1,74.53502269403832,94.72150471861913
159,0.07529364711495212,0.6514363364877793,0.18148569954932325,0.22330599140774654,2,91.474835513539,75.23475837278968
160,0.03179793449412248,0.5572185076802296,0.021368061643588926,0.24330530367241754,3,59.41343507070091,83.1601293260403
161,0.025936788117051635,0.4600529770655577,0.11041054120014315,0.4308984747819756,1,98.8093427046758,78.90811945245399
162,0.04262698524800425,0.7205452383327777,0.04806119057443323,0.3861337031338282,1,71.43382112665175,74.51468376267314
163,0.20859198609469903,0.6214890415768423,0.08303257201270564,0.2761723531190745,1,61.61946849485714,57.813458661691364
164,0.10112708464015627,0.7007126228388889,0.05842361097396804,0.41710935672513205,3,49.72995255165059,40.41873469693391
165,-0.0012964233339929354,0.6602661321454772,0.007942092218936485,0.04697902861433029,0,76.76583034843681,47.366285928311996
166,0.00528172845374128,0.671598411828233,0.25841823889429405,0.11621013831139021,2,55.102375429154336,76.9087716532994
167,0.20376596307878403,0.7451567291345913,0.034804124478165915,0.31727575091544524,0,76.09515426670025,71.59272953874085
168,0.05159084769372671,0.407116210818486,0.08703263888635351,0.9313057320534079,2,94.38990320714487,74.916951646589
169,0.05561695543212404,0.6942385352013956,0.12527856290995948,0.36773058963404104,1,50.02225882496621,91.36433401833231
170,0.00859779270092681,0.5649680372339783,0.1093547443232857,0.12456256521801483,0,76.59854573951623,66.10783217392948
171,0.06759421375950841,0.7897564039324851,0.07843458997168078,0.3367106245007212,0,92.4623508104633,55.88638641463057
172,0.22212494908281055,0.5043941392209005,0.05614423880873667,0.4554880782179469,0,69.68112681575366,78.93974451724661
173,0.00264275513006057,0.5195837533242982,0.060112274877376415,0.10110187291256026,3,14.339084606407916,57.61868013045494
174,0.706762729393929,0.7531031645906797,0.12972627808400988,0.18745708908723338,2,72.70837525900211,65.10731185898706
175,0.08219417930429601,0.7044739984059603,0.0827671566280831,0.11921046075911083,1,48.976458961356386,55.91095831600712
176,0.08797335439953882,0.8490626640562996,0.10169700709764214,0.06690928677083963,0,80.2485634686533,64.49315659368179
177,0.3888680055062247,0.7347724180719272,0.06035639091555679,0.24575962281068953,0,96.80053517852778,13.251608122091959
178,-0.0011833352851365053,0.694692448225792,0.05594839125750389,0.06790395479319691,2,76.49623611984015,48.238053623649535
179,0.39136543917977,0.8421664969222015,0.12549539747920876,0.49798280615118035,1,73.69811453936008,46.621514890563745
180,0.5259717251578788,0.78636628908101,0.08109026169280166,0.2796704464828369,1,71.35466666634545,67.71359023704997
181,0.309171587078785,0.28746296410842126,0.13093823119268264,0.20154185119131549,1,69.41775191409572,28.82752986008492
182,0.030722065258504697,0.46885351264306174,0.10123291273117752,0.018226342626757597,3,21.11368274707597,75.87328448784497
183,0.42313213239195857,0.8158424243543361,0.10482276086116304,0.15922450267591154,0,84.1076318132413,96.6721179740911
184,0.055073847638403436,0.6789543284229471,0.11568701880900589,0.11299417710940872,3,45.49913374632416,53.44121285822429
185,0.15418193328485877,0.7053827480674925,0.04081645873828363,0.5839300830731083,2,91.20718698701032,45.808039525183695
186,0.026490350776087454,0.7148593147421488,0.11272884052255716,0.14382698722234308,1,67.25302770857566,100.85973004143511
187,0.05746401391893889,0.7891378631454993,0.09920644132620622,0.08962145809888472,2,83.11062938536799,39.1955049967888
188,0.06638184161193239,0.18302911975517883,0.14387519695246803,-0.014992595432304773,3,68.04102668737495,73.80487968752395
189,0.5588228171735434,0.47652363038058143,0.15922012511468484,0.09393028847036838,1,93.69542075842983,43.806778965224616
190,0.33874281630227393,0.8054502756922943,0.04147289013594058,0.28918911894889826,0,97.74421287222742,47.13542532423405
191,0.12450122014097352,0.6581833594686093,0.23363668963396433,0.07100816549661076,2,81.62878003906765,89.6400144532229
192,-0.0010194807222702607,0.7625190782533666,0.014038765497412918,0.046048700002095405,1,67.99286116702434,46.554737615542386
193,0.11610270617192493,0.6537913126557537,0.096391334070951,0.35857928832624897,2,76.26060133251241,68.6853888911756
194,0.021752857377866974,0.43268256342029,0.03119983313242087,0.02892246721290545,0,71.61087874708602,101.48404390382913
195,0.5405878272454466,0.7113644469209618,0.030893626193214598,0.35574852371434523,0,73.35275892571812,56.88649800486598
196,0.08866023961077196,0.7808360488227325,0.07560401432534661,0.2909473760637378,4,54.34883903519833,52.07567778839103
197,0.055445841563780296,0.5667988282754085,0.02723734182492088,0.19614326731989903,2,88.90052103723957,42.44635893303379
198,0.004770270801242454,0.7019442730584503,0.1012159089572832,0.1396943237821316,2,75.5679864444156,42.97381580980028
199,0.07107149096510929,0.7715543864475528,0.049013431240222644,0.25557678822346436,2,86.71798810031866,35.3463372136798
200,0.04814363726283322,0.5592945667964058,0.05857746015353557,0.10460736891235636,0,67.28741674207484,33.30424103035929
201,0.2729274358427243,0.842299649342133,0.018592692552071577,0.31216637163735905,0,77.57534660169419,27.594849710659023
202,0.0031333036308615614,0.3005845841746113,0.0806989244498825,0.00754778555811314,1,62.13424801459896,52.1120455720146
203,0.0486954790010979,0.3446630277286294,0.12248482358657804,0.011892431906812023,2,87.92887551405218,85.26243451257638
204,0.209513831822973,0.6283265642710502,0.03382826932016626,0.23631871652315142,0,73.79674996919385,68.74588734262986
205,0.006112160745105316,0.4747441074715668,0.11645338437412153,0.47538929960581827,1,76.68392412846683,53.21813883094273
206,0.027536407234965005,0.3723980206797845,0.07613628031119109,0.06735449519556161,3,51.93845444743609,57.907355434201776
207,0.06474303649211702,0.2037207393578117,0.1070570694122456,0.0009890155457898675,3,27.4007193143379,59.61826599066263
208,0.1901845956067835,0.7830258840054192,0.062486060456331476,0.2510070721886329,4,59.77313091541564,62.95564672008141
209,0.0033655070479811644,0.6674205830845065,0.10997893120918034,0.24344719652730779,1,83.00967419451011,76.4061906185901
210,0.051048348987154143,0.3557765546035545,0.22931688769953004,0.07322768252217285,3,31.99547132711458,60.3198373174437
211,0.21206343472154165,0.8875310668961849,0.06482402583424304,0.3102840759085032,0,88.5438068758488,67.52008543592802
212,0.09442445644617843,0.705630105289081,0.04165180396012774,0.3522224669186873,4,56.393724039641256,62.46561733441899
213,0.15678573003337037,0.6561281750738852,0.05954826084835191,0.44373072878985925,0,45.33778854299416,35.711711341301665
214,0.38631522303974686,0.262508730751238,0.08748967852015355,0.014566303930076574,1,77.91936279858518,52.389321512882084
215,0.3450295010251755,0.16801689008550474,0.12326261918882407,0.09177684844751433,1,53.40655554422432,74.08606527052561
216,0.6096506219935423,0.5985540768442171,0.14607663431814227,0.06190169675422216,0,72.35255511602374,27.29561837729486
217,0.25650521676307014,0.7577481880800968,0.09062657374810262,0.409717237262096,4,54.628360390597386,51.29568942159496
218,0.12350548951293491,0.6157966198436922,0.11340345974532992,0.2805186501084135,3,38.929488727475245,17.74188182782801
219,0.17799202438058725,0.8003746494869513,0.07832108823645174,0.8470828258912175,2,76.45515357675839,50.85575992195223
220,0.01540568822422414,0.25331030117155034,0.14695037175121514,0.035272011312757506,0,95.32722500351083,52.692380799306775
221,0.7237006177070437,0.5365717349355221,0.06775734758908765,0.21212809244699385,1,76.49610440652103,55.200592128421924
222,0.010882994193402606,0.7974307370407303,0.05851603472466954,0.24450341563106265,1,77.88514680022172,93.18795966522956
223,0.30561772316281993,0.6571342029040743,0.10926934562469576,0.09669284945664139,2,81.85158468956746,78.26937710251897
224,0.448557190303152,0.8483301901420944,0.001944461253536145,0.39406231915578593,0,72.87608194777852,89.79348270000854
225,0.4621997161235093,0.6742087209482429,0.08788700080142602,0.015766304540995812,2,79.67626380821264,61.02712773611419
226,0.09581956283469979,0.7555336669990654,0.09649933254556142,0.31990861523797626,4,45.84724505908741,54.88782117104625
227,-0.0067493037058621586,0.8292565410265911,0.056374166167175915,0.3556178204063775,1,71.16016171971779,68.15091507880997
228,0.03903055030529774,0.7169349882917107,0.10311268310577061,0.18819452860070734,1,50.149583870220624,47.25614966112733
229,0.08183810500865832,0.7438769505747757,0.12025747305224968,0.29079629911983734,1,72.8328276779485,82.7611221855039
230,0.09008240416640209,0.8333463420393701,0.09152231054038067,0.4619449072731384,4,52.73824135125169,50.48115131452254
231,0.04472247635507279,0.7358884999511182,0.07708389998037814,0.37285114803940933,4,55.48300372502057,8.959510428370201
232,0.0008753854802655558,0.7376966038468951,0.08472628390400816,0.0004452747566440207,0,71.04555866490404,64.22881417807709
233,0.18104992600026543,0.793218873284828,0.07456990030018402,0.3328110887020952,4,60.28217376067079,52.6209486432471
234,0.57515065891449,0.6740992403576563,0.11429589264318965,0.5277779862209913,1,73.86260299915307,31.609685085990954
235,0.5713292329134723,0.8172477518535496,0.039267719966404976,0.007952881816191387,1,96.25175892377715,40.71935766310598
236,0.08426507875417341,0.5246971453656327,0.02801874816843848,0.37882126793446386,1,49.61819025176069,80.13300136221346
237,-9.769864250042115e-05,0.795225589764941,0.027592404235921998,0.163790871679363,0,68.32931145669971,89.5125900725508
238,0.0033173794027563097,0.7405135297553977,0.06331743722869078,0.1339315237259503,1,77.40896702061978,40.230140144806185
239,0.0642328477699317,0.707934081918598,0.10429561944742202,0.033747489383129325,2,82.14007278646557,68.63424832415708
240,0.18852083337700315,0.5787868327848545,0.07992098395185704,0.3192891282016904,1,60.69758279797626,39.587953053465085
241,-0.004283552486474801,0.8742821374039287,0.0869665153522109,0.11482785129931826,0,35.314957595278806,55.95855654732142
242,0.128767651425342,0.8442181728705036,0.009849133705911686,0.492390224871695,0,64.77335773203824,79.41304204124398
243,0.000747430757242401,0.9892861328300457,-0.003332844748362096,0.15034760700970956,0,84.3565437180073,54.051655432454126
244,0.16025763414741503,0.8105385263775755,0.029235631259214745,0.22237469952104583,2,58.1062565370355,36.9032404223031
245,0.3155108267179594,0.6233076434122936,0.1456305843446012,0.25957233003547153,1,82.27467331684676,30.12812552651381
246,-0.004321470176617576,0.5939017158362583,0.030167380177342884,0.11917910201031906,0,46.41653471851687,97.18879051307661
247,0.6796553686326184,0.684527912919137,0.05982930457921994,0.21722478639526602,0,67.20928271254027,74.01061930313807
