customer_id,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags,transactionvolatility,spendingstabilityindex,creditutilizationratio,debttoincomeratio,missedpaymentcount,digitalactivityscore,portfoliodiversityscore,risk_score,risk_label,gender_encoded,occupation_encoded,pastinvestments_encoded
14,54.0,M,1,1089567.3831576852,Self-employed,724.0,10000.0,0.3951547063372008,417513.48866804806,Insurance,2.0,0.0758845947120576,0.4644683898900271,0.1177095905381044,0.1310349337261356,3,28.35177403511382,55.01660266908265,0.5716351964436323,medium,1,2,0
15,46.0,M,1,2607567.411990864,Self-employed,583.0,72568.37521026917,0.2293901591673435,808397.1105487304,Insurance,4.0,-0.0049165179742236,0.8923610603066048,-0.0038622008558488,0.657423084813257,0,70.765918330655,55.21753752814963,0.7234133959349195,low,1,2,0
16,39.0,M,3,543606.4840576515,Business,828.3773196415569,31827.49236986426,0.5,33275.27020805202,MF_Stocks,3.0,0.3867836917768639,0.8668974710465064,0.0990744555165305,0.2842810849519033,0,71.59481188580853,39.93880758433893,0.7538319849256091,low,1,0,2
17,55.0,M,2,2005125.5466404103,Salaried,755.0,10000.0,0.2595334471560692,110002.49091754713,Insurance,4.0,0.0025325105362713,0.7014116246909499,0.0463406605849542,0.0921023339354221,1,40.23226809406341,54.3607139646235,0.7110512974851518,medium,1,1,0
18,50.0,F,2,582920.0387612958,Salaried,773.0,10000.0,0.5,169115.0270727583,,3.0,0.2091615389493567,0.8231120116951153,0.0165388739252637,0.3862742165945219,1,81.25921772641719,54.108833713576686,0.7027522902003758,medium,0,1,5
19,53.0,F,2,1117440.4947329508,Self-employed,676.0,10000.0,0.5,50525.48416710287,MF,1.0,0.070079563002989,0.4341822971995069,0.0708915652799781,0.448003177409449,1,54.51759914572865,97.01115224274824,0.656641399897323,medium,0,2,1
20,30.0,F,3,981661.8055312108,Self-employed,850.0,10000.0,0.3087572794448729,102775.27540493266,Insurance,4.0,0.0029580802036393,0.1660846706231792,0.0577065466301824,0.6411481085493851,1,71.2840122640468,46.12176695651211,0.6448136567907987,medium,0,2,0
21,35.0,F,2,908725.3755134804,Self-employed,760.0,20685.11177604258,0.2855160144466998,386882.2485973153,MF,3.0,0.2370371358891772,0.6822068251946624,0.0317951177700564,0.7860909071571587,0,65.23967735539698,50.64845646541045,0.6933247656437894,medium,0,2,1
22,38.0,M,2,1353892.6110910475,Salaried,689.0,10000.0,0.5,325362.34038915584,Insurance,0.0,0.5731333538227968,0.8212215316997228,0.0033750694135099,1.0970001652809696,1,79.61414173145825,91.57869025199092,0.6412364426990576,medium,1,1,0
23,29.0,M,2,1530350.0257527076,Salaried,850.0,10000.0,0.3487690367570956,726267.9146035768,,4.0,0.2514046814550084,0.8337192695250544,0.0637449367264107,0.4575355005468146,1,57.92623421110727,66.42002308652306,0.7321520833368955,low,1,1,5
24,40.0,M,3,1173731.873294142,Salaried,789.0351501243044,10000.0,0.5,146361.51292209138,MF_Stocks,2.0,0.3762543408804701,0.6436573980938954,0.0339710488601365,0.9191196223725696,1,78.03834577975,24.52293837512141,0.6477912050872849,medium,1,1,2
25,52.0,M,2,2346458.47112662,Self-employed,570.0,51879.74391286636,0.2529699209410619,1371648.0425878186,MF,1.0,0.00245117424746,0.4571976690599924,0.0007181048394437,0.0540907529953454,0,75.12643775618929,59.79533828359692,0.7397377641567772,low,1,2,1
26,28.0,M,2,747418.5788876701,Salaried,802.6940557613625,10000.0,0.3645944492990622,191690.87670320267,MF_Stocks,3.0,0.2036157887470508,0.5407085136031262,0.0038128503327415,0.3028002742238639,0,72.09968118324677,57.823347370559816,0.7356283602903008,low,1,1,2
27,51.0,F,3,3202312.220099339,Salaried,761.6177827957118,10000.0,0.2313680839585136,2000000.0,,2.0,-0.0072177732413096,0.6690625654798475,0.1311217677941827,0.1264208529210811,0,81.11780122354205,94.44425284178936,0.8402918119015593,low,0,1,5
28,48.40959061661063,O,1,2215979.4135075468,Self-employed,744.0,23409.332812131383,0.4230052925266672,2000000.0,MF_Stocks,2.0,0.2708413477846663,0.4336939983612737,0.1306283302380414,0.338984534933442,1,76.70248880077051,42.292531210483375,0.7204461726731659,low,2,2,2
29,50.0,M,3,1804384.356120086,Salaried,798.0,30498.11612697601,0.2365706414382878,690.531047538974,,2.0,0.3623164561853262,0.7879625543950914,-0.0003766952422105,0.6396328764068129,0,61.52516985262709,50.420932745431,0.7220762265027558,low,1,1,5
30,43.0,F,1,841549.8140827742,Salaried,693.2076987911888,17250.742092236604,0.336432880639154,353520.19021345355,,2.0,-0.0054095836141971,0.8004420200847252,0.2050656976090273,0.0590653723398642,0,71.72305819129151,67.92292466096526,0.7416844043439565,low,0,1,5
31,41.0,M,3,681825.3115916426,Self-employed,776.0,10000.0,0.1584171940189337,416475.2926355148,,2.0,0.4135769403998058,0.6749654601095946,0.1311107043854108,0.1458786062054903,1,77.10693040688889,49.39711375861447,0.6609839532797834,medium,1,2,5
32,33.0,M,2,1413629.0691449232,Self-employed,558.9871392969366,22631.11046894971,0.1522791152492321,362939.9890108343,,0.0,0.1179836648378561,0.7676956860373454,0.0695651073425223,0.369749941960364,4,66.63703886447331,56.0046149314309,0.4711795341480419,high,1,2,5
33,44.0,M,2,1879885.976396937,Self-employed,784.0,10000.0,0.2733613736474437,366978.180200145,MF,1.0,0.0936165987499848,0.7545017412739958,0.171713567075429,0.3439111302593335,2,93.28534375990093,34.4421702006311,0.6515547113842066,medium,1,2,1
34,31.0,M,3,930514.3634264716,Salaried,630.0,10000.0,0.5,247676.67289269413,Stocks,2.0,0.0572778152051988,0.9863731714443024,-0.000874834508814,0.0067457395370459,0,102.53082231660638,66.37967982847096,0.7761601380981643,low,1,1,3
35,49.0,M,2,2133401.8064347985,Self-employed,703.0,16653.360694093248,0.253380553189405,211282.00076995773,MF_Stocks,1.0,0.347951206964643,0.6198715879424465,0.1200806346407326,0.0384719625977892,1,79.41839985980789,49.23831040681172,0.6806006989773032,medium,1,2,2
36,36.0,M,3,461287.4507667612,Self-employed,754.6633973239697,10000.0,0.1346020926057298,78561.34955233692,Stocks,1.0,0.3225102556609866,0.8572365921802265,0.0055939465205827,0.2429428170039963,0,75.20193477639695,74.1097979064235,0.7188830427637095,medium,1,2,3
37,32.0,F,1,1996563.7652506256,Self-employed,850.0,31402.630067434675,0.5,864200.0506759938,MF_Stocks,0.0,-0.006719461767456,0.9237303381323674,0.0993921277930079,0.0315333880661146,0,66.26125961652387,49.27326907545168,0.8536462019687462,low,0,2,2
38,49.0,F,3,1850301.748626136,Salaried,665.0,10000.0,0.1132753786607253,635044.2041602118,Stocks,0.0,0.1175656990431268,0.3272527794670871,0.0974154501641876,0.0845595999073953,3,69.06260890967161,35.339753114287305,0.5408018903514966,high,0,1,3
39,32.0,F,2,412263.3746802339,Business,682.0,10000.0,0.5,51691.05848792651,Stocks,1.0,0.0772780371258552,0.7585344759859207,0.0791303915091667,0.1862416008369399,0,77.5983810734564,63.45752128547854,0.7321342246935171,low,0,0,3
40,33.45043431759885,M,2,1065740.741360881,Salaried,714.0,10000.0,0.5,58573.38978824559,Insurance,1.0,0.0673551349158153,0.6108987110933669,0.0482812379692251,0.2935296420223413,1,73.1245267092968,78.02854834277612,0.6919071855791925,medium,1,1,0
41,50.0,O,2,1425871.3967570693,Salaried,774.0,10000.0,0.2082104459447742,218563.65827137348,,2.0,0.0349299422601042,0.9325513437825776,0.0839887535975707,0.0140256670079587,3,47.44890366797643,71.49250184246702,0.6285438675075061,medium,2,1,5
42,51.0,F,2,4422980.737407755,Self-employed,850.0,37933.53146074199,0.0634395816141243,308197.95619413,Insurance,0.0,0.2782924646659095,0.4761896325249881,0.0914484437433377,0.0739603375734555,0,54.35845509957893,24.27714913826417,0.7823508058149105,low,0,2,0
43,48.0,M,1,6000000.0,Business,735.0,15374.43447173137,0.5,370799.9923306473,Insurance,1.0,0.1966641027719468,0.7322470216130893,0.099418993561076,0.0396416465650934,0,72.47759461708803,55.27755144551072,0.8645433765995795,low,1,0,0
44,31.0,F,2,792464.2819223602,Self-employed,709.2250571669007,10000.0,0.1093509587840209,268478.9978513695,,1.0,0.388411640403571,0.600758640996295,0.209610049688879,0.8089000204748016,2,97.47129656934912,47.5873287229006,0.5311107232941406,high,0,2,5
45,63.0,F,1,1283908.3383371194,Salaried,713.0,23573.55429928608,0.4400074480938718,495913.2440830911,Stocks,2.0,0.0458636711690016,0.5628633610035226,0.0903104239395488,0.1193474849738931,3,72.96703976043771,57.22419028116408,0.6007000175260802,medium,0,1,3
46,32.0,F,1,1109311.223395198,Salaried,523.7574976520414,14284.91436409213,0.3458792511948625,821213.2159179978,MF_Stocks,2.0,0.0013016030171003,0.6224461044738566,0.0409763249803643,0.02744380592036,1,63.835746030957125,59.65527024809687,0.6565459688989956,medium,0,1,2
47,35.0,M,2,952512.888309237,Self-employed,757.0,10000.0,0.3508199181655768,95276.13406234462,MF_Stocks,0.0,0.0577107081987154,0.6482471576569284,0.0551204408284976,0.0555295011863956,0,97.71568378767408,38.44670813389989,0.7509158978088263,low,1,2,2
48,49.0,F,3,5050510.8396962825,Salaried,586.0,10000.0,0.1829891843855719,544314.0422574331,Insurance,0.0,-0.002099306833336,0.5704142420183511,0.108132070997328,0.1263085270276403,1,52.15676770118772,40.17413440927451,0.705999463459823,medium,0,1,0
49,42.0,F,1,1593685.6818777253,Salaried,654.0,10000.0,0.4031770494310087,484732.4396263471,Insurance,2.0,0.6766494579329844,0.4830738574641133,0.0487341433016632,0.4770632255060044,0,77.57531088513478,54.11132795214947,0.675931409761383,medium,0,1,0
50,28.0,M,1,970483.8592592524,Business,666.6534220229446,20349.51164715638,0.5,53531.43946075239,Insurance,2.0,0.1747659885872216,0.7420599425932655,0.0813990976319168,0.2236273785363659,1,80.13037822333521,84.9167132331749,0.6867842403454258,medium,1,0,0
51,35.0,M,1,1751306.3294712703,Self-employed,705.0,10000.0,0.148908162869698,409747.440805678,MF_Stocks,2.0,0.2717213980989968,0.4103023587039368,0.0011330518805133,0.2393483612779464,0,69.42655595543607,49.732467515955626,0.6987117108703496,medium,1,2,2
52,44.0,F,2,2328061.0726383664,Salaried,733.0,10000.0,0.325377228290888,110492.23619925388,MF,2.0,0.1898432137646807,0.78027345950399,0.0684536879891005,0.4372440990464346,0,52.08799777579807,41.29601067916494,0.7371022223395709,low,0,1,1
53,58.0,O,3,825310.0987298838,Business,765.0,10000.0,0.1410607250850745,920938.687522118,MF_Stocks,0.0,0.0611209777408935,0.4301417750819954,0.0333493573454542,0.2879152215187666,1,77.45826044282258,77.22149806278071,0.6758271222041218,medium,2,0,2
54,44.0,F,2,2503759.657884498,Business,825.0,11975.46708408538,0.1911722254234047,228314.37774418932,MF,1.0,0.1673923590931915,0.6575577050744583,0.0377354733993229,0.033129415293871,2,57.93606187075847,47.3354546059263,0.6822322842318744,medium,0,0,1
55,43.0,F,2,507988.99498864927,Salaried,815.2962077608402,20190.836994557,0.0865821561108611,523021.8323510552,MF_Stocks,2.0,0.2073832316373876,0.668152667483445,0.0549734026217632,0.1608688895861056,1,73.54577863953844,85.2829852790029,0.689404952249882,medium,0,1,2
56,42.0,M,2,1095395.0166628747,Salaried,711.1114844707806,10000.0,0.1875719813928361,60832.01914384912,,3.0,0.0069177691781411,0.6513758417733181,0.0856074079750444,1.562480305780335,0,75.85810971132399,22.23844955339272,0.6087214572088044,medium,1,1,5
57,47.0,F,1,1638239.2469374146,Salaried,597.3926757665108,21530.69587335869,0.1528744800230624,110052.24312240646,MF_Stocks,1.0,0.0998358087524378,0.5956785638145403,0.1758551219854416,0.3110830405873498,0,78.59299228892377,52.14167163830181,0.6646866392026023,medium,0,1,2
58,44.0,M,2,1155443.3759259058,Business,819.7597075305268,10000.0,0.1550094917188952,58652.96605510644,Insurance,2.0,-0.0024776735537851,0.7906803048280627,0.0377166940604336,0.1720704182595031,2,94.12960115923164,86.53270299911867,0.6742837115668096,medium,1,0,0
59,28.0,F,2,1380311.8064878955,Business,722.0,10000.0,0.1196039219104868,49771.82844395146,Stocks,1.0,0.0309524442175408,0.6683226961197151,0.2201242525644751,0.0763097306595122,2,76.4567412486951,78.1647037571263,0.6208711967126291,medium,0,0,3
60,53.086459131288336,O,2,1173765.2532100896,Salaried,729.0,10000.0,0.251573540705945,456283.3885042309,MF_Stocks,2.0,0.1458935786677648,0.842016721354701,0.135641024571031,0.1219090387855477,0,89.15888226475859,56.42637968005226,0.7498929430045688,low,2,1,2
61,42.0,M,1,905328.0347477916,Self-employed,850.0,21908.37069689313,0.2700691975480223,241824.02667050145,Insurance,1.0,0.0346739449198157,0.7801283331634483,0.0210381385982057,0.0312994807085328,1,64.89098797103964,64.86022584110125,0.7403979011326903,low,1,2,0
62,58.0,M,1,3399074.4660625616,Self-employed,699.0,19778.420731101043,0.199893122860418,258646.4927026593,MF_Stocks,2.0,0.039101502507695,0.7143352702636242,0.0836185773971578,0.2768442711631046,0,61.34480140594469,48.95531353733649,0.7561039148838822,low,1,2,2
63,45.0,M,2,4846727.255538347,Salaried,760.0,42731.66609355284,0.3289847766303443,906072.0658358764,MF,2.0,0.3289866410862077,0.7542605810641201,0.0648114295209763,0.0356238636077879,0,86.92373198160308,38.68004285161005,0.8412159250528038,low,1,1,1
64,45.0,F,3,542958.5805068926,Salaried,664.1326838999651,10000.0,0.3293276992700014,357912.2059462838,MF_Stocks,3.0,0.2449433743759471,0.7117195653638415,0.0610569016716191,0.0898233235004693,0,92.40868585434808,40.662593390527576,0.7122716159288898,medium,0,1,2
65,32.0,F,2,2020374.568706537,Business,756.0,10000.0,0.5,117253.06343648367,MF,0.0,0.0222481474265411,0.5930612370193566,0.1096431932366067,0.0464470174835508,3,23.38112235405591,74.48229373528746,0.6270224166353553,medium,0,0,1
66,38.0,M,2,765717.2580205289,Self-employed,843.8141982966551,24735.23306850078,0.3459613774506087,452445.8212486669,Stocks,1.0,0.0522025335805814,0.5716464214585724,0.1581915540010341,0.0923473715232418,2,41.70284917804452,92.9460030472807,0.6696285924552681,medium,1,2,3
67,44.0,M,1,1505808.867593404,Salaried,650.3176918521729,10000.0,0.0861090605759676,67841.03573191137,,3.0,0.1842575618098608,0.8267563338932726,0.038112824702684,0.7817504290857105,0,77.2786264221165,49.07620338601589,0.661027677580031,medium,1,1,5
68,37.0,F,2,462951.87785517937,Business,850.0,10000.0,0.4011501792950544,1197546.660113715,MF,3.0,0.4244028592502309,0.6559847013448651,0.0965872764862999,0.6704921696221736,2,82.12566616415779,72.13293890468339,0.6439749360463101,medium,0,0,1
69,33.0,F,3,592360.5837636701,Salaried,784.0,10000.0,0.210664971504981,298703.1344720897,Insurance,4.0,0.3320570477373457,0.5584962191116285,6.116766494318471e-05,0.0557203628091423,0,79.16968875835482,46.55621217534948,0.7249418502181947,low,0,1,0
70,33.0,M,1,1146060.04854797,Self-employed,702.2484566416266,19112.66501955361,0.1389978114544443,349884.86941176496,MF,1.0,0.0034770674459125,0.5686878571103815,0.0520260280293653,0.6647434873073271,0,59.44457417919092,38.96342626520279,0.6703167591278952,medium,1,2,1
71,43.0,M,1,1122050.0431653082,Self-employed,671.5431899746306,10000.0,0.2796153021815853,165816.1262050408,MF,1.0,0.2290538333585888,0.7497682054479383,0.2004165246514447,0.6325257120054182,2,47.25076170514868,70.8815309137738,0.5709938917408782,medium,1,2,1
72,44.0,F,2,607175.7031097325,Self-employed,619.0,10000.0,0.5,606827.6714461314,MF,1.0,0.0042630730656869,0.7813712425883754,0.0653088820348911,0.3140104884256306,0,60.61822062152285,65.1885243833534,0.7261443318182706,low,0,2,1
73,37.0,M,2,1540721.3913344531,Salaried,850.0,10000.0,0.05,32802.91640612662,Insurance,1.0,0.0021996518297811,0.7035732822296812,0.1153676557351766,0.1014812625413145,1,65.42518047718418,50.85652106469225,0.704819272301866,medium,1,1,0
74,28.0,M,2,2291551.371612273,Business,665.0,10000.0,0.3002304694421408,424746.3268471034,Insurance,1.0,0.1210696865582561,0.8741946070815383,0.0612872299482467,0.1571708808681193,0,91.2256102869546,60.10781100594975,0.7663155773829129,low,1,0,0
75,30.0,F,2,2439869.945722811,Self-employed,828.5309531001192,10000.0,0.1725190507574559,1226961.5757450506,MF_Stocks,1.0,0.0771334831391335,0.4496731775557906,0.0970118028819269,0.3331267111237662,3,21.37921879403005,47.29800834934902,0.609911530126939,medium,0,2,2
76,39.0,F,1,653091.7691212734,Salaried,828.7050024073595,10000.0,0.1877917851885034,682684.8153722446,Insurance,3.0,-0.0021339915205464,0.7630528072929634,0.0258494727191073,0.6143176504141907,1,64.97323733278309,38.35816376718663,0.6832277271091663,medium,0,1,0
77,42.0,M,3,1129334.2555175128,Salaried,813.0,10000.0,0.3147495311527411,163175.10132110017,,1.0,0.8423557639886137,0.5875420655631335,0.0764255692193482,0.3024349609071686,1,75.70195152750476,48.02895811303892,0.6544088248014582,medium,1,1,5
78,49.0,F,2,2257933.7553980574,Self-employed,633.9393406529152,29194.449404622923,0.1592518762827395,643662.3916291613,,1.0,0.0790755320060872,0.7051756062657225,0.0567151986761013,0.3080994672556373,1,99.89069277150804,52.81805610695648,0.6758078184631809,medium,0,2,5
79,48.0,M,2,1774813.459738459,Salaried,775.0,10000.0,0.3845315469790628,128809.69799990577,,1.0,0.0589445093575393,0.9326923868580268,0.0924157781774648,0.052769640179636,0,79.26681367023734,33.0503853943806,0.7914603495796165,low,1,1,5
80,48.0,F,2,2338047.0112731312,Salaried,840.0821928808975,10000.0,0.05,714375.72348256,MF,3.0,0.2705505220497551,0.854232913627002,0.0760837896865579,0.0781595669156568,0,41.66559752600627,52.34237293657232,0.7839923967334977,low,0,1,1
81,35.0,M,2,980053.1666738885,Salaried,673.0,27912.168536779445,0.3492881623177617,281813.225607381,Stocks,1.0,0.3998864551409679,0.7425699825408633,0.0886122115081101,1.239934857601471,0,80.42038861592644,26.37205445858762,0.6290389396302571,medium,1,1,3
82,39.0,F,2,1725025.8356751013,Business,702.0,10000.0,0.1512651821842026,107995.668125538,Insurance,0.0,-0.0071910206036019,0.4988640067578891,0.0323306955023277,0.0215836911012463,0,100.15077608085664,52.12308934922952,0.7306359544448328,low,0,0,0
83,42.0,F,3,400098.792043565,Salaried,719.3712721647628,10000.0,0.427032600376436,32320.42155664488,MF,1.0,-0.0055328898263665,0.8062368657516137,0.1459123909221388,0.90676957435954,0,89.51833192269486,80.31782964834383,0.6947207798997942,medium,0,1,1
84,32.0,F,1,3570623.3926522294,Salaried,690.7429347630716,31643.718422688155,0.2643210442390694,554409.0737387781,,1.0,0.1835454495568485,0.4561225432866183,0.1024464116802723,0.2959769054976404,2,87.43967029744893,70.963242098964,0.6520398271704515,medium,0,1,5
85,31.0,M,3,981659.5369958198,Self-employed,713.0,10000.0,0.0536591300194817,536278.128773262,,2.0,0.0901744395956332,0.3790026243926174,0.0752748918032616,0.2522543335386674,4,65.67560859394013,69.42249565569094,0.4842055030092927,high,1,2,5
86,39.0,F,2,1653005.8546242963,Salaried,695.0,10000.0,0.4582312544991845,1832895.571874678,MF_Stocks,2.0,0.0132299076738106,0.5386957624805206,0.1160873407438612,0.024771462713427,1,53.137552977645896,97.01817931197164,0.7502635368995767,low,0,1,2
87,29.0,F,3,529149.7808030506,Business,776.9877084065819,10000.0,0.2589863111620802,310670.7627385723,MF_Stocks,4.0,0.3564336786694936,0.8944024218601883,0.0558386744427946,0.2362865871580017,0,85.99044696364122,81.14191250272002,0.7470382102933054,low,0,0,2
88,46.0,F,1,1080061.6319715146,Salaried,813.0,10957.07139752324,0.0695436269772339,263911.6191549874,MF_Stocks,4.0,0.0333115442123981,0.3826398551689848,0.1741357177191217,0.0030524090153707,2,61.86029715245354,84.69734382218711,0.6268533806062919,medium,0,1,2
89,44.0,M,2,995685.564197234,Salaried,558.1586120340961,10000.0,0.1555538322271573,170844.12663137395,MF,4.0,0.3677991045575935,0.8259447070075038,0.0491034446752992,0.1992793938697762,0,74.6517760389813,45.92566240912638,0.6624203374478783,medium,1,1,1
90,37.0,F,1,2174082.815286346,Business,603.0,10000.0,0.5,299180.0447037548,,1.0,0.7959399590985633,0.5967688170329934,0.1579044047877369,0.2540115119590763,2,92.32986181578028,87.98536360666449,0.6007070292325039,medium,0,0,5
91,43.0,M,2,2606454.8784140297,Salaried,774.9576874112203,68133.48193720425,0.2383920515165953,190508.1179804312,Insurance,1.0,-0.0079265629585397,0.7206412962788764,0.1466800925190905,0.0337306007402167,0,40.78599521706522,57.53067869558885,0.7780282223099707,low,1,1,0
92,44.0,M,2,2305356.3845937145,Salaried,726.0,10000.0,0.3000000448581882,24491.3759062799,MF_Stocks,0.0,0.1656092396211375,0.6094140488176454,0.0109280003992619,0.3001788893958304,4,52.84650873938649,64.487380401019,0.5387502438429447,high,1,1,2
93,40.0,M,3,3227950.0793795493,Business,768.4367964969799,10000.0,0.2563730251687329,2000000.0,Insurance,1.0,0.0088979703008979,0.9461670974114884,0.1473999182016811,0.6503725299715888,1,97.94191977005106,64.84028836349862,0.7731779957903644,low,1,0,0
94,34.0,F,3,930556.5105617652,Self-employed,750.0,10000.0,0.1422068699699551,1072227.684207821,,0.0,-0.0020752419599737,0.7365472748149924,0.2037501850826844,0.1678230869989548,2,41.18836937795517,70.08135532851246,0.6404677382683452,medium,0,2,5
95,45.0,M,1,4156624.1921994714,Salaried,593.111848107446,77546.9050141789,0.138707438770419,1195475.3620547836,,2.0,0.0739656091939333,0.7299449936716059,0.0015798492340442,0.2383530894383194,0,74.47465552047785,48.68040684795626,0.7687200409735817,low,1,1,5
96,33.0,M,2,2466517.728273021,Business,631.8733621209606,35909.321840131335,0.172188270422247,652009.3468980764,Stocks,2.0,0.1599465820570138,0.5077559308221915,0.0962167702130537,-0.0128280812421811,3,79.56767404013772,64.36928890332948,0.5797426126981613,medium,1,0,3
97,30.0,M,3,1756916.8867185172,Salaried,823.0,10000.0,0.3492415083952675,193841.4310175536,MF_Stocks,1.0,0.0017092921182898,0.6477639183674953,0.1191554665611892,0.5677307357851671,2,78.5333577614991,77.3375791705986,0.6583373532158554,medium,1,1,2
98,41.0,M,2,1794217.5985258436,Salaried,739.6360295852851,10000.0,0.4562977986139074,36702.676422655866,,1.0,0.1040594093696725,0.8031057473852061,0.055781381509224,0.498897735838289,4,49.02290907044634,15.976603896735988,0.5342294077200532,high,1,1,5
99,40.0,M,2,455421.7441705384,Salaried,616.0,10000.0,0.5,253340.40248882343,Insurance,1.0,0.0498349794711905,0.5911106725241415,0.182463446411621,0.0551926044693577,1,61.9588634206542,66.09891102192177,0.6551764083271613,medium,1,1,0
100,30.0,F,2,924126.915949342,Salaried,724.0,10000.0,0.5,85742.89418338581,Stocks,1.0,0.1605899832141269,0.7697761740304994,0.0488664514109334,0.316526774858185,4,56.81000001665196,52.74397600292837,0.5382388843571546,high,0,1,3
101,44.0,O,2,747380.6801284844,Salaried,716.0,58777.15418506136,0.3014527288586442,66841.72003512089,Insurance,0.0,0.3271459238274776,0.9222209645031912,0.1079510458886475,1.172646501603857,1,91.3576384420696,93.96905105994716,0.6205134499753475,medium,2,1,0
102,52.38786189247074,M,2,1351503.3408304637,Salaried,621.841239002487,10000.0,0.2587509239274662,761095.4688001898,,1.0,0.0142650241439652,0.997574697842606,0.0920618498259546,1.401883111505566,0,82.85622028950259,49.88525023926236,0.659959805947339,medium,1,1,5
103,30.0,F,3,1778813.8847439964,Salaried,649.0,10000.0,0.3827513061669396,161435.20370448474,,2.0,0.233744175070969,0.6922924115316874,0.1484102996251309,0.0462910203284549,2,82.15483324781755,82.42989290050221,0.638512564641061,medium,0,1,5
104,54.0,F,2,1656119.8367179632,Salaried,619.0,10000.0,0.323223939680374,797422.5118918334,MF,1.0,0.2770882366575092,0.6445008074942843,0.0068884007031005,0.3343298521955515,0,95.74225024052406,61.8525679622706,0.7188948885226211,medium,0,1,1
